topic,successors,antecedents
89_0,"['90_3', '90_0', '90_1']","['88_0', '88_1']"
89_1,"['90_2', '90_5', '90_9']","['88_0', '88_1']"
89_2,"['90_9', '90_20', '90_2']","['88_0', '88_1']"
90_0,"['91_0', '91_2', '91_1']","['89_0', '89_1', '89_2']"
90_1,"['91_0', '91_1', '91_3']","['89_0', '89_1', '89_2']"
90_2,"['91_2', '91_1', '91_3']","['89_1', '89_2', '89_0']"
90_3,"['91_0', '91_1', '91_2']","['89_0', '89_1', '89_2']"
90_4,"['91_0', '91_3', '91_1']","['89_0', '89_2', '89_1']"
90_5,"['91_1', '91_3', '91_2']","['89_1', '89_0', '89_2']"
90_6,"['91_0', '91_2', '91_1']","['89_0', '89_1', '89_2']"
90_7,"['91_0', '91_2', '91_1']","['89_0', '89_1', '89_2']"
90_8,"['91_0', '91_2', '91_1']","['89_0', '89_1', '89_2']"
90_9,"['91_1', '91_3', '91_0']","['89_2', '89_1', '89_0']"
90_10,"['91_0', '91_1', '91_2']","['89_0', '89_1', '89_2']"
90_11,"['91_0', '91_1', '91_2']","['89_0', '89_1', '89_2']"
90_12,"['91_0', '91_1', '91_3']","['89_0', '89_2', '89_1']"
90_13,"['91_3', '91_1', '91_2']","['89_1', '89_2', '89_0']"
90_14,"['91_0', '91_2', '91_1']","['89_0', '89_1', '89_2']"
90_15,"['91_0', '91_3', '91_1']","['89_0', '89_2', '89_1']"
90_16,"['91_0', '91_2', '91_1']","['89_0', '89_1', '89_2']"
90_17,"['91_0', '91_1', '91_2']","['89_0', '89_2', '89_1']"
90_18,"['91_0', '91_3', '91_2']","['89_0', '89_1', '89_2']"
90_19,"['91_0', '91_1', '91_3']","['89_0', '89_2', '89_1']"
90_20,"['91_3', '91_0', '91_1']","['89_2', '89_0', '89_1']"
90_21,"['91_0', '91_1', '91_2']","['89_0', '89_1', '89_2']"
90_22,"['91_0', '91_1', '91_3']","['89_0', '89_2', '89_1']"
91_0,"['92_0', '92_2', '92_3']","['90_0', '90_6', '90_3']"
91_1,"['92_6', '92_17', '92_5']","['90_5', '90_2', '90_13']"
91_2,"['92_16', '92_0', '92_18']","['90_2', '90_0', '90_16']"
91_3,"['92_17', '92_16', '92_18']","['90_13', '90_18', '90_5']"
92_0,"['93_0', '93_1', '93_11']","['91_0', '91_2', '91_1']"
92_1,"['93_2', '93_1', '93_4']","['91_0', '91_1', '91_3']"
92_2,"['93_1', '93_0', '93_8']","['91_0', '91_1', '91_2']"
92_3,"['93_1', '93_0', '93_7']","['91_0', '91_2', '91_1']"
92_4,"['93_4', '93_3', '93_1']","['91_0', '91_2', '91_3']"
92_5,"['93_0', '93_1', '93_8']","['91_0', '91_1', '91_2']"
92_6,"['93_5', '93_8', '93_9']","['91_0', '91_1', '91_2']"
92_7,"['93_3', '93_4', '93_5']","['91_0', '91_2', '91_3']"
92_8,"['93_1', '93_0', '93_7']","['91_0', '91_2', '91_1']"
92_9,"['93_1', '93_0', '93_8']","['91_0', '91_1', '91_2']"
92_10,"['93_1', '93_0', '93_7']","['91_0', '91_2', '91_1']"
92_11,"['93_8', '93_1', '93_5']","['91_0', '91_1', '91_2']"
92_12,"['93_1', '93_2', '93_6']","['91_0', '91_1', '91_3']"
92_13,"['93_3', '93_5', '93_4']","['91_0', '91_2', '91_1']"
92_14,"['93_6', '93_10', '93_5']","['91_0', '91_1', '91_2']"
92_15,"['93_10', '93_6', '93_1']","['91_0', '91_1', '91_3']"
92_16,"['93_11', '93_0', '93_7']","['91_2', '91_0', '91_3']"
92_17,"['93_2', '93_4', '93_5']","['91_0', '91_3', '91_1']"
92_18,"['93_1', '93_7', '93_0']","['91_0', '91_2', '91_3']"
92_19,"['93_1', '93_0', '93_8']","['91_0', '91_2', '91_1']"
93_0,"['94_1', '94_3', '94_19']","['92_0', '92_5', '92_2']"
93_1,"['94_3', '94_7', '94_1']","['92_2', '92_3', '92_0']"
93_2,"['94_4', '94_6', '94_10']","['92_1', '92_17', '92_4']"
93_3,"['94_0', '94_4', '94_10']","['92_7', '92_13', '92_4']"
93_4,"['94_13', '94_18', '94_4']","['92_4', '92_17', '92_13']"
93_5,"['94_2', '94_5', '94_15']","['92_6', '92_11', '92_13']"
93_6,"['94_11', '94_8', '94_15']","['92_14', '92_15', '92_6']"
93_7,"['94_9', '94_1', '94_3']","['92_0', '92_18', '92_3']"
93_8,"['94_2', '94_3', '94_15']","['92_11', '92_6', '92_2']"
93_9,"['94_5', '94_2', '94_19']","['92_6', '92_0', '92_5']"
93_10,"['94_8', '94_11', '94_15']","['92_15', '92_14', '92_2']"
93_11,"['94_19', '94_1', '94_17']","['92_16', '92_0', '92_18']"
94_0,"['95_2', '95_0', '95_7']","['93_3', '93_4', '93_5']"
94_1,"['95_3', '95_17', '95_4']","['93_0', '93_1', '93_11']"
94_2,"['95_1', '95_9', '95_5']","['93_5', '93_8', '93_9']"
94_3,"['95_4', '95_3', '95_13']","['93_1', '93_0', '93_8']"
94_4,"['95_0', '95_6', '95_2']","['93_2', '93_4', '93_3']"
94_5,"['95_9', '95_1', '95_13']","['93_9', '93_5', '93_8']"
94_6,"['95_6', '95_0', '95_15']","['93_4', '93_1', '93_0']"
94_7,"['95_10', '95_4', '95_12']","['93_1', '93_0', '93_8']"
94_8,"['95_5', '95_11', '95_7']","['93_10', '93_6', '93_5']"
94_9,"['95_8', '95_13', '95_3']","['93_7', '93_0', '93_1']"
94_10,"['95_0', '95_10', '95_2']","['93_4', '93_1', '93_7']"
94_11,"['95_11', '95_5', '95_7']","['93_6', '93_10', '93_5']"
94_12,"['95_12', '95_4', '95_10']","['93_1', '93_0', '93_8']"
94_13,"['95_15', '95_0', '95_6']","['93_4', '93_9', '93_7']"
94_14,"['95_14', '95_16', '95_1']","['93_8', '93_5', '93_1']"
94_15,"['95_16', '95_14', '95_5']","['93_8', '93_1', '93_4']"
94_16,"['95_9', '95_3', '95_16']","['93_4', '93_0', '93_1']"
94_17,"['95_3', '95_17', '95_8']","['93_0', '93_7', '93_11']"
94_18,"['95_15', '95_0', '95_6']","['93_4', '93_7', '93_1']"
94_19,"['95_17', '95_3', '95_13']","['93_11', '93_0', '93_7']"
95_0,"['96_20', '96_4', '96_11']","['94_4', '94_10', '94_6']"
95_1,"['96_1', '96_13', '96_16']","['94_2', '94_5', '94_15']"
95_2,"['96_2', '96_11', '96_4']","['94_0', '94_10', '94_4']"
95_3,"['96_0', '96_10', '96_5']","['94_1', '94_19', '94_3']"
95_4,"['96_0', '96_10', '96_5']","['94_3', '94_1', '94_7']"
95_5,"['96_13', '96_12', '96_17']","['94_8', '94_11', '94_2']"
95_6,"['96_4', '96_20', '96_18']","['94_6', '94_4', '94_10']"
95_7,"['96_12', '96_13', '96_2']","['94_5', '94_8', '94_2']"
95_8,"['96_7', '96_10', '96_0']","['94_9', '94_5', '94_1']"
95_9,"['96_16', '96_1', '96_7']","['94_5', '94_2', '94_16']"
95_10,"['96_19', '96_11', '96_5']","['94_7', '94_3', '94_10']"
95_11,"['96_17', '96_13', '96_12']","['94_11', '94_8', '94_15']"
95_12,"['96_5', '96_0', '96_10']","['94_12', '94_3', '94_7']"
95_13,"['96_10', '96_0', '96_9']","['94_5', '94_3', '94_1']"
95_14,"['96_22', '96_14', '96_6']","['94_14', '94_15', '94_10']"
95_15,"['96_4', '96_11', '96_2']","['94_13', '94_18', '94_10']"
95_16,"['96_6', '96_11', '96_10']","['94_15', '94_14', '94_2']"
95_17,"['96_0', '96_10', '96_7']","['94_19', '94_1', '94_17']"
95_18,"['96_16', '96_1', '96_10']","['94_5', '94_2', '94_16']"
96_0,"['97_6', '97_17', '97_0']","['95_3', '95_4', '95_17']"
96_1,"['97_1', '97_20', '97_24']","['95_1', '95_9', '95_5']"
96_2,"['97_5', '97_25', '97_9']","['95_2', '95_0', '95_15']"
96_3,"['97_3', '97_0', '97_18']","['95_13', '95_4', '95_16']"
96_4,"['97_9', '97_18', '97_5']","['95_6', '95_0', '95_15']"
96_5,"['97_8', '97_17', '97_10']","['95_12', '95_4', '95_10']"
96_6,"['97_2', '97_18', '97_20']","['95_16', '95_14', '95_1']"
96_7,"['97_7', '97_0', '97_20']","['95_8', '95_9', '95_13']"
96_8,"['97_4', '97_0', '97_16']","['95_13', '95_9', '95_6']"
96_9,"['97_0', '97_7', '97_6']","['95_13', '95_6', '95_3']"
96_10,"['97_0', '97_6', '97_17']","['95_13', '95_4', '95_3']"
96_11,"['97_18', '97_25', '97_28']","['95_0', '95_2', '95_10']"
96_12,"['97_16', '97_24', '97_1']","['95_7', '95_5', '95_1']"
96_13,"['97_11', '97_1', '97_0']","['95_5', '95_1', '95_7']"
96_14,"['97_14', '97_25', '97_10']","['95_0', '95_10', '95_14']"
96_15,"['97_15', '97_1', '97_6']","['95_1', '95_3', '95_9']"
96_16,"['97_16', '97_24', '97_1']","['95_18', '95_9', '95_13']"
96_17,"['97_13', '97_11', '97_16']","['95_11', '95_5', '95_7']"
96_18,"['97_23', '97_27', '97_9']","['95_0', '95_6', '95_2']"
96_19,"['97_10', '97_18', '97_14']","['95_10', '95_0', '95_4']"
96_20,"['97_27', '97_9', '97_14']","['95_0', '95_6', '95_2']"
96_21,"['97_19', '97_1', '97_5']","['95_7', '95_0', '95_6']"
96_22,"['97_22', '97_2', '97_3']","['95_14', '95_16', '95_1']"
96_23,"['97_21', '97_5', '97_6']","['95_2', '95_0', '95_3']"
96_24,"['97_12', '97_23', '97_16']","['95_6', '95_5', '95_1']"
96_25,"['97_26', '97_24', '97_16']","['95_9', '95_13', '95_10']"
97_0,"['98_0', '98_2', '98_10']","['96_10', '96_9', '96_0']"
97_1,"['98_1', '98_0', '98_10']","['96_1', '96_16', '96_10']"
97_2,"['98_6', '98_21', '98_4']","['96_6', '96_11', '96_1']"
97_3,"['98_5', '98_14', '98_0']","['96_3', '96_10', '96_0']"
97_4,"['98_3', '98_9', '98_0']","['96_8', '96_16', '96_9']"
97_5,"['98_4', '98_26', '98_7']","['96_2', '96_11', '96_4']"
97_6,"['98_2', '98_0', '98_14']","['96_0', '96_10', '96_5']"
97_7,"['98_10', '98_0', '98_2']","['96_7', '96_10', '96_0']"
97_8,"['98_11', '98_24', '98_14']","['96_5', '96_0', '96_10']"
97_9,"['98_17', '98_18', '98_7']","['96_4', '96_20', '96_11']"
97_10,"['98_4', '98_14', '98_11']","['96_19', '96_11', '96_14']"
97_11,"['98_13', '98_1', '98_10']","['96_13', '96_1', '96_12']"
97_12,"['98_8', '98_7', '98_17']","['96_24', '96_18', '96_4']"
97_13,"['98_20', '98_9', '98_13']","['96_17', '96_13', '96_12']"
97_14,"['98_12', '98_4', '98_7']","['96_14', '96_11', '96_20']"
97_15,"['98_15', '98_1', '98_2']","['96_15', '96_1', '96_0']"
97_16,"['98_9', '98_19', '98_1']","['96_16', '96_10', '96_1']"
97_17,"['98_14', '98_2', '98_0']","['96_0', '96_10', '96_5']"
97_18,"['98_4', '98_6', '98_14']","['96_11', '96_4', '96_6']"
97_19,"['98_16', '98_7', '98_1']","['96_21', '96_12', '96_4']"
97_20,"['98_1', '98_10', '98_6']","['96_1', '96_0', '96_7']"
97_21,"['98_27', '98_26', '98_10']","['96_23', '96_2', '96_1']"
97_22,"['98_22', '98_6', '98_5']","['96_22', '96_3', '96_6']"
97_23,"['98_7', '98_8', '98_17']","['96_18', '96_20', '96_4']"
97_24,"['98_19', '98_1', '98_9']","['96_16', '96_1', '96_12']"
97_25,"['98_4', '98_12', '98_6']","['96_11', '96_2', '96_14']"
97_26,"['98_19', '98_9', '98_0']","['96_25', '96_16', '96_10']"
97_27,"['98_7', '98_17', '98_12']","['96_20', '96_18', '96_4']"
97_28,"['98_23', '98_14', '98_4']","['96_11', '96_0', '96_14']"
98_0,"['99_16', '99_0', '99_5']","['97_0', '97_6', '97_7']"
98_1,"['99_3', '99_27', '99_13']","['97_1', '97_24', '97_20']"
98_2,"['99_0', '99_16', '99_8']","['97_6', '97_0', '97_17']"
98_3,"['99_2', '99_4', '99_16']","['97_4', '97_16', '97_0']"
98_4,"['99_14', '99_15', '99_19']","['97_25', '97_5', '97_10']"
98_5,"['99_8', '99_16', '99_25']","['97_3', '97_0', '97_17']"
98_6,"['99_20', '99_10', '99_16']","['97_2', '97_18', '97_0']"
98_7,"['99_1', '99_12', '99_11']","['97_27', '97_23', '97_9']"
98_8,"['99_17', '99_22', '99_1']","['97_12', '97_9', '97_23']"
98_9,"['99_4', '99_16', '99_2']","['97_16', '97_24', '97_0']"
98_10,"['99_5', '99_16', '99_20']","['97_7', '97_0', '97_20']"
98_11,"['99_7', '99_8', '99_19']","['97_8', '97_17', '97_10']"
98_12,"['99_11', '99_14', '99_8']","['97_14', '97_25', '97_10']"
98_13,"['99_6', '99_10', '99_3']","['97_11', '97_1', '97_13']"
98_14,"['99_8', '99_0', '99_16']","['97_17', '97_6', '97_0']"
98_15,"['99_27', '99_3', '99_16']","['97_15', '97_1', '97_6']"
98_16,"['99_1', '99_24', '99_9']","['97_19', '97_5', '97_21']"
98_17,"['99_12', '99_1', '99_18']","['97_9', '97_27', '97_18']"
98_18,"['99_18', '99_12', '99_23']","['97_9', '97_5', '97_18']"
98_19,"['99_13', '99_21', '99_3']","['97_24', '97_16', '97_1']"
98_20,"['99_4', '99_10', '99_9']","['97_13', '97_16', '97_11']"
98_21,"['99_1', '99_20', '99_0']","['97_2', '97_20', '97_6']"
98_22,"['99_10', '99_25', '99_20']","['97_22', '97_3', '97_2']"
98_23,"['99_8', '99_0', '99_14']","['97_28', '97_17', '97_0']"
98_24,"['99_9', '99_7', '99_8']","['97_8', '97_17', '97_1']"
98_25,"['99_9', '99_8', '99_1']","['97_17', '97_0', '97_10']"
98_26,"['99_1', '99_15', '99_18']","['97_5', '97_21', '97_9']"
98_27,"['99_0', '99_20', '99_5']","['97_6', '97_0', '97_21']"
99_0,"['100_4', '100_9', '100_23']","['98_2', '98_14', '98_0']"
99_1,"['100_1', '100_10', '100_18']","['98_7', '98_21', '98_16']"
99_2,"['100_0', '100_8', '100_16']","['98_3', '98_9', '98_0']"
99_3,"['100_2', '100_16', '100_7']","['98_1', '98_19', '98_9']"
99_4,"['100_8', '100_6', '100_0']","['98_9', '98_20', '98_0']"
99_5,"['100_5', '100_18', '100_4']","['98_10', '98_0', '98_2']"
99_6,"['100_3', '100_6', '100_5']","['98_13', '98_1', '98_0']"
99_7,"['100_19', '100_11', '100_9']","['98_11', '98_24', '98_14']"
99_8,"['100_9', '100_13', '100_4']","['98_14', '98_23', '98_5']"
99_9,"['100_26', '100_9', '100_21']","['98_24', '98_25', '98_14']"
99_10,"['100_6', '100_11', '100_8']","['98_22', '98_6', '98_5']"
99_11,"['100_17', '100_18', '100_13']","['98_12', '98_4', '98_23']"
99_12,"['100_10', '100_1', '100_18']","['98_17', '98_7', '98_18']"
99_13,"['100_16', '100_21', '100_15']","['98_19', '98_1', '98_9']"
99_14,"['100_12', '100_18', '100_13']","['98_4', '98_12', '98_0']"
99_15,"['100_14', '100_18', '100_12']","['98_4', '98_26', '98_18']"
99_16,"['100_9', '100_4', '100_5']","['98_0', '98_14', '98_2']"
99_17,"['100_22', '100_1', '100_7']","['98_8', '98_7', '98_24']"
99_18,"['100_10', '100_18', '100_14']","['98_18', '98_17', '98_21']"
99_19,"['100_13', '100_12', '100_9']","['98_4', '98_11', '98_14']"
99_20,"['100_18', '100_6', '100_13']","['98_6', '98_21', '98_0']"
99_21,"['100_15', '100_21', '100_16']","['98_19', '98_0', '98_1']"
99_22,"['100_10', '100_1', '100_22']","['98_8', '98_17', '98_7']"
99_23,"['100_24', '100_18', '100_10']","['98_18', '98_4', '98_23']"
99_24,"['100_20', '100_1', '100_18']","['98_21', '98_16', '98_14']"
99_25,"['100_6', '100_13', '100_11']","['98_5', '98_6', '98_24']"
99_26,"['100_25', '100_1', '100_20']","['98_7', '98_10', '98_27']"
99_27,"['100_2', '100_5', '100_18']","['98_15', '98_1', '98_6']"
100_0,"['101_11', '101_14', '101_20']","['99_2', '99_4', '99_16']"
100_1,"['101_0', '101_9', '101_12']","['99_1', '99_12', '99_11']"
100_2,"['101_3', '101_5', '101_13']","['99_3', '99_27', '99_13']"
100_3,"['101_2', '101_5', '101_8']","['99_6', '99_10', '99_20']"
100_4,"['101_1', '101_7', '101_17']","['99_0', '99_16', '99_8']"
100_5,"['101_8', '101_3', '101_7']","['99_5', '99_16', '99_20']"
100_6,"['101_22', '101_10', '101_6']","['99_10', '99_25', '99_20']"
100_7,"['101_5', '101_0', '101_3']","['99_3', '99_1', '99_15']"
100_8,"['101_14', '101_20', '101_3']","['99_4', '99_16', '99_2']"
100_9,"['101_7', '101_4', '101_1']","['99_8', '99_0', '99_16']"
100_10,"['101_15', '101_12', '101_0']","['99_12', '99_18', '99_1']"
100_11,"['101_10', '101_4', '101_19']","['99_7', '99_9', '99_19']"
100_12,"['101_6', '101_3', '101_4']","['99_14', '99_19', '99_15']"
100_13,"['101_6', '101_21', '101_7']","['99_19', '99_14', '99_8']"
100_14,"['101_0', '101_15', '101_6']","['99_15', '99_14', '99_18']"
100_15,"['101_13', '101_20', '101_16']","['99_21', '99_13', '99_3']"
100_16,"['101_20', '101_16', '101_3']","['99_13', '99_3', '99_4']"
100_17,"['101_0', '101_6', '101_21']","['99_11', '99_14', '99_8']"
100_18,"['101_0', '101_15', '101_21']","['99_14', '99_15', '99_11']"
100_19,"['101_4', '101_10', '101_7']","['99_7', '99_8', '99_0']"
100_20,"['101_24', '101_1', '101_0']","['99_24', '99_1', '99_8']"
100_21,"['101_16', '101_20', '101_13']","['99_13', '99_9', '99_21']"
100_22,"['101_25', '101_12', '101_0']","['99_17', '99_9', '99_22']"
100_23,"['101_17', '101_1', '101_18']","['99_0', '99_16', '99_5']"
100_24,"['101_0', '101_15', '101_7']","['99_23', '99_1', '99_18']"
100_25,"['101_24', '101_8', '101_0']","['99_26', '99_1', '99_24']"
100_26,"['101_7', '101_0', '101_10']","['99_9', '99_8', '99_1']"
101_0,"['102_1', '102_5', '102_21']","['100_1', '100_18', '100_10']"
101_1,"['102_2', '102_23', '102_10']","['100_4', '100_23', '100_9']"
101_2,"['102_3', '102_6', '102_18']","['100_3', '100_6', '100_5']"
101_3,"['102_4', '102_6', '102_11']","['100_2', '100_16', '100_6']"
101_4,"['102_0', '102_10', '102_24']","['100_19', '100_11', '100_9']"
101_5,"['102_6', '102_4', '102_5']","['100_7', '100_2', '100_14']"
101_6,"['102_12', '102_0', '102_5']","['100_12', '100_13', '100_14']"
101_7,"['102_10', '102_13', '102_2']","['100_9', '100_4', '100_13']"
101_8,"['102_16', '102_1', '102_4']","['100_5', '100_18', '100_1']"
101_9,"['102_8', '102_1', '102_19']","['100_1', '100_10', '100_18']"
101_10,"['102_0', '102_10', '102_12']","['100_11', '100_19', '100_6']"
101_11,"['102_14', '102_11', '102_17']","['100_0', '100_8', '100_16']"
101_12,"['102_19', '102_1', '102_21']","['100_10', '100_1', '100_18']"
101_13,"['102_9', '102_15', '102_13']","['100_15', '100_21', '100_2']"
101_14,"['102_11', '102_17', '102_4']","['100_8', '100_0', '100_6']"
101_15,"['102_21', '102_1', '102_19']","['100_10', '100_1', '100_18']"
101_16,"['102_15', '102_17', '102_9']","['100_21', '100_16', '100_15']"
101_17,"['102_23', '102_2', '102_16']","['100_23', '100_4', '100_5']"
101_18,"['102_20', '102_2', '102_0']","['100_4', '100_9', '100_5']"
101_19,"['102_0', '102_10', '102_20']","['100_19', '100_11', '100_9']"
101_20,"['102_17', '102_15', '102_11']","['100_16', '100_21', '100_15']"
101_21,"['102_13', '102_10', '102_2']","['100_13', '100_18', '100_9']"
101_22,"['102_0', '102_11', '102_4']","['100_6', '100_11', '100_8']"
101_23,"['102_22', '102_1', '102_7']","['100_1', '100_18', '100_12']"
101_24,"['102_2', '102_13', '102_1']","['100_20', '100_1', '100_18']"
101_25,"['102_18', '102_1', '102_9']","['100_22', '100_26', '100_1']"
102_0,"['103_0', '103_13', '103_12']","['101_4', '101_19', '101_10']"
102_1,"['103_1', '103_21', '103_11']","['101_0', '101_12', '101_15']"
102_2,"['103_4', '103_20', '103_18']","['101_1', '101_17', '101_7']"
102_3,"['103_6', '103_15', '103_2']","['101_2', '101_5', '101_8']"
102_4,"['103_2', '103_19', '103_13']","['101_3', '101_5', '101_14']"
102_5,"['103_17', '103_1', '103_26']","['101_0', '101_15', '101_6']"
102_6,"['103_8', '103_2', '103_17']","['101_5', '101_3', '101_0']"
102_7,"['103_5', '103_3', '103_1']","['101_0', '101_23', '101_9']"
102_8,"['103_21', '103_1', '103_23']","['101_9', '101_0', '101_15']"
102_9,"['103_10', '103_7', '103_24']","['101_13', '101_16', '101_3']"
102_10,"['103_12', '103_4', '103_13']","['101_7', '101_1', '101_4']"
102_11,"['103_19', '103_22', '103_13']","['101_14', '101_11', '101_3']"
102_12,"['103_26', '103_17', '103_13']","['101_6', '101_4', '101_3']"
102_13,"['103_12', '103_4', '103_13']","['101_21', '101_7', '101_0']"
102_14,"['103_14', '103_19', '103_2']","['101_11', '101_14', '101_3']"
102_15,"['103_24', '103_10', '103_13']","['101_16', '101_20', '101_13']"
102_16,"['103_21', '103_13', '103_22']","['101_8', '101_3', '101_17']"
102_17,"['103_24', '103_19', '103_13']","['101_20', '101_16', '101_14']"
102_18,"['103_15', '103_19', '103_16']","['101_14', '101_22', '101_10']"
102_19,"['103_25', '103_1', '103_23']","['101_12', '101_0', '101_15']"
102_20,"['103_4', '103_13', '103_0']","['101_18', '101_1', '101_7']"
102_21,"['103_23', '103_9', '103_18']","['101_15', '101_0', '101_12']"
102_22,"['103_5', '103_1', '103_26']","['101_23', '101_0', '101_9']"
102_23,"['103_20', '103_4', '103_9']","['101_17', '101_1', '101_7']"
102_24,"['103_13', '103_12', '103_0']","['101_7', '101_4', '101_6']"
103_0,"['104_1', '104_16', '104_18']","['102_0', '102_10', '102_24']"
103_1,"['104_4', '104_20', '104_25']","['102_1', '102_5', '102_19']"
103_2,"['104_2', '104_21', '104_23']","['102_4', '102_6', '102_11']"
103_3,"['104_0', '104_7', '104_5']","['102_7', '102_1', '102_6']"
103_4,"['104_6', '104_27', '104_18']","['102_2', '102_23', '102_10']"
103_5,"['104_5', '104_0', '104_26']","['102_7', '102_5', '102_1']"
103_6,"['104_10', '104_14', '104_2']","['102_3', '102_6', '102_18']"
103_7,"['104_9', '104_11', '104_21']","['102_9', '102_13', '102_10']"
103_8,"['104_7', '104_12', '104_0']","['102_6', '102_5', '102_1']"
103_9,"['104_3', '104_6', '104_27']","['102_21', '102_13', '102_2']"
103_10,"['104_11', '104_9', '104_23']","['102_9', '102_15', '102_17']"
103_11,"['104_8', '104_26', '104_20']","['102_1', '102_13', '102_5']"
103_12,"['104_18', '104_16', '104_6']","['102_10', '102_13', '102_24']"
103_13,"['104_23', '104_15', '104_2']","['102_24', '102_0', '102_11']"
103_14,"['104_19', '104_23', '104_2']","['102_14', '102_11', '102_17']"
103_15,"['104_14', '104_23', '104_15']","['102_18', '102_11', '102_0']"
103_16,"['104_15', '104_14', '104_23']","['102_0', '102_11', '102_4']"
103_17,"['104_12', '104_26', '104_7']","['102_5', '102_1', '102_21']"
103_18,"['104_17', '104_6', '104_20']","['102_21', '102_1', '102_2']"
103_19,"['104_23', '104_2', '104_21']","['102_11', '102_4', '102_17']"
103_20,"['104_27', '104_6', '104_3']","['102_23', '102_2', '102_16']"
103_21,"['104_13', '104_20', '104_4']","['102_1', '102_8', '102_16']"
103_22,"['104_23', '104_6', '104_2']","['102_11', '102_16', '102_24']"
103_23,"['104_24', '104_17', '104_20']","['102_21', '102_19', '102_1']"
103_24,"['104_11', '104_23', '104_2']","['102_15', '102_17', '102_9']"
103_25,"['104_25', '104_4', '104_20']","['102_19', '102_1', '102_21']"
103_26,"['104_16', '104_26', '104_12']","['102_12', '102_5', '102_0']"
103_27,"['104_22', '104_27', '104_6']","['102_23', '102_2', '102_12']"
104_0,"['105_3', '105_15', '105_18']","['103_3', '103_8', '103_5']"
104_1,"['105_2', '105_17', '105_10']","['103_0', '103_12', '103_13']"
104_2,"['105_13', '105_19', '105_0']","['103_2', '103_13', '103_19']"
104_3,"['105_5', '105_16', '105_1']","['103_9', '103_20', '103_4']"
104_4,"['105_18', '105_14', '105_4']","['103_1', '103_25', '103_21']"
104_5,"['105_3', '105_18', '105_4']","['103_5', '103_3', '103_1']"
104_6,"['105_1', '105_16', '105_5']","['103_4', '103_20', '103_12']"
104_7,"['105_15', '105_4', '105_3']","['103_8', '103_17', '103_3']"
104_8,"['105_8', '105_6', '105_21']","['103_11', '103_1', '103_12']"
104_9,"['105_9', '105_19', '105_0']","['103_7', '103_10', '103_13']"
104_10,"['105_12', '105_11', '105_13']","['103_6', '103_15', '103_2']"
104_11,"['105_9', '105_23', '105_1']","['103_10', '103_24', '103_7']"
104_12,"['105_4', '105_15', '105_21']","['103_17', '103_1', '103_26']"
104_13,"['105_7', '105_21', '105_6']","['103_21', '103_1', '103_18']"
104_14,"['105_11', '105_12', '105_19']","['103_15', '103_16', '103_19']"
104_15,"['105_17', '105_10', '105_19']","['103_16', '103_13', '103_26']"
104_16,"['105_10', '105_2', '105_6']","['103_26', '103_0', '103_12']"
104_17,"['105_16', '105_21', '105_7']","['103_18', '103_1', '103_23']"
104_18,"['105_6', '105_1', '105_10']","['103_12', '103_4', '103_0']"
104_19,"['105_13', '105_20', '105_0']","['103_14', '103_19', '103_22']"
104_20,"['105_21', '105_6', '105_8']","['103_1', '103_21', '103_11']"
104_21,"['105_0', '105_13', '105_19']","['103_2', '103_13', '103_19']"
104_22,"['105_1', '105_5', '105_16']","['103_27', '103_20', '103_26']"
104_23,"['105_9', '105_20', '105_0']","['103_19', '103_13', '103_2']"
104_24,"['105_22', '105_16', '105_21']","['103_23', '103_18', '103_1']"
104_25,"['105_14', '105_18', '105_22']","['103_25', '103_1', '103_23']"
104_26,"['105_4', '105_21', '105_8']","['103_1', '103_17', '103_11']"
104_27,"['105_1', '105_5', '105_16']","['103_20', '103_4', '103_9']"
105_0,"['106_0', '106_2', '106_1']","['104_21', '104_2', '104_23']"
105_1,"['106_0', '106_1', '106_2']","['104_6', '104_27', '104_18']"
105_2,"['106_0', '106_1', '106_2']","['104_1', '104_16', '104_18']"
105_3,"['106_0', '106_1', '106_3']","['104_0', '104_7', '104_5']"
105_4,"['106_0', '106_1', '106_3']","['104_12', '104_26', '104_20']"
105_5,"['106_0', '106_1', '106_2']","['104_3', '104_6', '104_27']"
105_6,"['106_0', '106_1', '106_3']","['104_18', '104_20', '104_8']"
105_7,"['106_0', '106_1', '106_3']","['104_13', '104_20', '104_4']"
105_8,"['106_0', '106_1', '106_3']","['104_8', '104_20', '104_26']"
105_9,"['106_0', '106_1', '106_2']","['104_11', '104_9', '104_23']"
105_10,"['106_0', '106_1', '106_2']","['104_16', '104_1', '104_20']"
105_11,"['106_2', '106_3', '106_0']","['104_14', '104_23', '104_10']"
105_12,"['106_3', '106_2', '106_0']","['104_10', '104_14', '104_2']"
105_13,"['106_0', '106_1', '106_2']","['104_2', '104_21', '104_23']"
105_14,"['106_0', '106_1', '106_2']","['104_25', '104_4', '104_20']"
105_15,"['106_0', '106_3', '106_1']","['104_7', '104_12', '104_4']"
105_16,"['106_0', '106_1', '106_3']","['104_17', '104_6', '104_20']"
105_17,"['106_0', '106_1', '106_2']","['104_15', '104_1', '104_16']"
105_18,"['106_0', '106_1', '106_2']","['104_4', '104_25', '104_13']"
105_19,"['106_0', '106_1', '106_2']","['104_2', '104_1', '104_21']"
105_20,"['106_0', '106_1', '106_2']","['104_23', '104_2', '104_21']"
105_21,"['106_0', '106_1', '106_3']","['104_20', '104_26', '104_12']"
