topic,timepoint1,timepoint2,similarity
3,152,153,0.7425946189420277
3,153,154,0.9282501614106464
3,154,155,0.8900111893381838
3,155,156,0.9011199807695033
3,156,157,0.790855159789615
3,157,158,0.9807479222193497
3,158,159,0.9418793260274968
3,159,160,0.959546255207389
3,160,161,0.6907284486565894
3,161,162,0.9426804479913281
3,162,163,0.912558032238014
3,163,164,0.8623387330102108
3,164,165,0.8664010086554071
3,165,166,0.8448631138980602
3,166,167,0.8974453612545238
3,167,168,0.971822073599011
3,168,169,0.8493508691741848
3,169,170,0.9226928061287824
3,170,171,0.7977063874846926
3,171,172,0.8082076883893475
3,172,173,0.8415043163991833
3,173,174,0.9103929855625364
3,174,175,0.8299863968679498
3,175,176,0.8426660806184391
3,176,177,0.9473315095829041
3,177,178,0.961081499394276
3,178,179,0.796481404785475
3,179,180,0.8755205059710474
3,180,181,0.5793122414613722
3,181,182,0.6315782121747556
3,182,183,0.9019520239570015
3,183,184,0.8491257060863048
3,184,185,0.5565857729261936
3,185,186,0.7406139316540881
3,186,187,0.9004157236584965
3,187,188,0.9204755025095381
3,188,189,0.7834009466922284
3,189,190,0.8282528867895547
3,190,191,0.8434304333873862
3,191,192,0.8434201844258111
3,192,193,0.948038072750248
3,193,194,0.8464520196165812
3,194,195,0.9044746916366135
3,195,196,0.8869655199423959
3,196,197,0.9743041323133615
3,197,198,0.8658846712527237
3,198,199,0.9625680114777682
3,199,200,0.9634158802375163
3,200,201,0.7709592942114886
3,201,202,0.95974770913125
3,202,203,0.8893851752561215
3,203,204,0.8628171398035842
3,204,205,0.912541888155087
3,205,206,0.9133893194527466
3,206,207,0.9844042385808629
3,207,208,0.9201608240878285
3,208,209,0.8032282338537432
3,209,210,0.9639776247855926
3,210,211,0.7992216832585267
3,211,212,0.9705566856051149
3,212,213,0.8803039918607819
3,213,214,0.9016746140448996
3,214,215,0.8400561556588108
3,215,216,0.7891970187930741
3,216,217,0.9727030777439016
3,217,218,0.9288394280337723
3,218,219,0.8976045578954872
3,219,220,0.9709474824598728
3,220,221,0.9397835299773152
3,221,222,0.8942871397824378
3,222,223,0.9013261993293334
3,223,224,0.9644420316204644
3,224,225,0.8556716573555214
3,225,226,0.851983098170949
4,0,1,0.9132146668688363
4,1,2,0.9576072527227596
4,2,3,0.8299284292751137
4,3,4,0.708160303011928
4,4,5,0.75677253603922
4,5,6,0.9662721060147729
4,6,7,0.9312966291584871
4,7,8,0.8326692314051343
4,8,9,0.8169528162422574
4,9,10,0.5633016710643849
4,10,11,0.8838947882790952
4,11,12,0.7570217803657815
4,12,13,0.9082199379522701
4,13,14,0.7699860797293819
4,14,15,0.8798626706391511
4,15,16,0.9999999999707263
4,16,17,0.9763298618345947
4,17,18,0.9241979853960831
4,18,19,0.9480516357270055
4,19,20,0.9480513472439253
4,20,21,0.9133800971539944
4,21,22,0.8174082754300099
4,22,23,0.8409534925323058
4,23,24,0.8409544360301269
4,24,25,0.795756523507696
4,25,26,0.9370484664691289
4,26,27,0.9801111333234842
4,27,28,0.9080345117937617
